DrugBank ID,Name,Drug Groups,SMILES,Formula,Doping,Drug Categories,Target_Names,Similar Structure,State 
DB00707,Porfimer sodium,approved; investigational,,,,"Antineoplastic Agents, Antineoplastic and Immunomodulating Agents, Biological Factors, Dermatologicals, Hematoporphyrin Derivative, Hematoporphyrins, Heterocyclic Compounds, Fused-Ring, Photoabsorption, Photoactivated Radical Generator, Photosensitizing Activity, Photosensitizing Agents, Photosensitizing Agents for Phototherapy, Pigments, Biological, Porphyrins, Radiation-Sensitizing Agents, Sensitizers Used in Photodynamic/radiation Therapy"," Low-density lipoprotein receptor,  High affinity immunoglobulin gamma Fc receptor I",,
DB00708,Sufentanil,approved; investigational,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,C22H30N2O2S,,"Adjuvants, Anesthesia, Agents that produce hypertension, Analgesics, Anesthetics, Anesthetics, General, Anesthetics, Intravenous, Bradycardia-Causing Agents, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Fentanyl and fentanyl analogues, High-risk opioids, Hypotensive Agents, Narcotics, Nervous System, Neuraxial Anesthetics, Opiate Agonists, Opioid Agonist, Opioid Anesthetics, Opioids, Opioids, Anilidopiperidine, Peripheral Nervous System Agents, Phenylpiperidine opioids, Piperidines, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome"," Mu-type opioid receptor,  Delta-type opioid receptor,  Kappa-type opioid receptor,  Cytochrome P450 3A4","DB00708, DB09180, DB09179, DB01439, DB09170, DB01470, DB01535, DB15360, DB09174",
DB00709,Lamivudine,approved; investigational,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,C8H11N3O3S,,"Agents Causing Muscle Toxicity, Anti-HIV Agents, Anti-Infective Agents, Anti-Retroviral Agents, Antiinfectives for Systemic Use, Antiviral Agents, Antivirals for Systemic Use, Antivirals used in combination for the treatment of HIV infections, BCRP/ABCG2 Substrates, Deoxycytidine, Deoxyribonucleosides, Dideoxynucleosides, Direct Acting Antivirals, Drugs that are Mainly Renally Excreted, Enzyme Inhibitors, Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor, Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor, Nucleic Acid Synthesis Inhibitors, Nucleic Acids, Nucleotides, and Nucleosides, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors, Nucleoside Reverse Transcriptase Inhibitors, Nucleosides, OAT1/SLC22A6 Substrates, OCT1 substrates, OCT2 Substrates, P-glycoprotein substrates, Pyrimidine Nucleosides, Pyrimidines, Reverse Transcriptase Inhibitors"," Reverse transcriptase/RNaseH,  DNA,  Protein P,  Deoxycytidine kinase,  UMP-CMP kinase,  Phosphoglycerate kinase 1,  Nucleoside diphosphate kinase A,  Nucleoside diphosphate kinase B,  Choline-phosphate cytidylyltransferase A,  Ethanolamine-phosphate cytidylyltransferase,  5'(3')-deoxyribonucleotidase, cytosolic type,  Serum albumin,  Multidrug resistance-associated protein 1,  Solute carrier family 22 member 6,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 1,  Solute carrier family 22 member 2,  Solute carrier family 22 member 3,  P-glycoprotein 1,  Multidrug resistance-associated protein 4,  Canalicular multispecific organic anion transporter 2, 10. Canalicular multispecific organic anion transporter 1",DB00709,
DB00710,Ibandronate,approved; investigational,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,C9H23NO7P2,,"Agents Causing Muscle Toxicity, Bisphosphonates, Bone Density Conservation Agents, Drugs Affecting Bone Structure and Mineralization, Drugs for Treatment of Bone Diseases, Musculo-Skeletal System, Organophosphonates, Organophosphorus Compounds, Potential QTc-Prolonging Agents, QTc Prolonging Agents"," Hydroxylapatite,  Geranylgeranyl pyrophosphate synthase,  Farnesyl pyrophosphate synthase",DB00710,
DB00711,Diethylcarbamazine,approved; investigational; vet_approved,CCN(CC)C(=O)N1CCN(C)CC1,C10H21N3O,,"Acids, Acyclic, Anthelmintics, Anti-Infective Agents, Antihelminthic, Antinematodal Agents, Antiparasitic Agents, Antiparasitic Products, Insecticides and Repellents, Carbamates, Cholinesterase Inhibitors, Enzyme Inhibitors, Filaricides, Lipoxygenase Inhibitors, Piperazine and Derivatives, Piperazines"," Arachidonate 5-lipoxygenase,  Prostaglandin G/H synthase 1,  Cholinesterase",DB00711,
DB00712,Flurbiprofen,approved; investigational,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,C15H13FO2,,"Acids, Acyclic, Agents causing hyperkalemia, Agents that produce hypertension, Analgesics, Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Anti-Inflammatory Agents, Non-Steroidal, Anti-Inflammatory Agents, Non-Steroidal (Non-Selective), Antiinflammatory and Antirheumatic Products, Antiinflammatory and Antirheumatic Products, Non-Steroids, Antiinflammatory Preparations, Non-Steroids for Topical Use, Antirheumatic Agents, Benzene Derivatives, Biphenyl Compounds, Central Nervous System Agents, Cyclooxygenase Inhibitors, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Drugs causing inadvertant photosensitivity, Drugs that are Mainly Renally Excreted, Enzyme Inhibitors, Musculo-Skeletal System, Nephrotoxic agents, Non COX-2 selective NSAIDS, OAT1/SLC22A6 inhibitors, Ophthalmologicals, Other Nonsteroidal Anti-inflammatory Agents, Peripheral Nervous System Agents, Photosensitizing Agents, Propionates, Sensory Organs, Sensory System Agents, Throat Preparations, Topical Products for Joint and Muscular Pain, UGT1A1 Inhibitors, UGT1A1 Substrates, UGT1A3 substrates, UGT1A9 Substrates, UGT2B7 substrates"," Prostaglandin G/H synthase 2,  Prostaglandin G/H synthase 1,  UDP-glucuronosyltransferase 2B7,  UDP-glucuronosyltransferase 1-1,  UDP-glucuronosyltransferase 1-3,  UDP-glucuronosyltransferase 1-9,  UDP-glucuronosyltransferase 2B4,  Cytochrome P450 2C9,  Serum albumin,  Multidrug resistance-associated protein 4,  Solute carrier family 22 member 6","DB00712, DB05289, DB16159, DB03753, DB16825, DB14938, DB02047",
DB00713,Oxacillin,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O,C19H19N3O5S,,"Amides, Anti-Bacterial Agents, Anti-Infective Agents, Antibacterials for Systemic Use, Antiinfectives for Systemic Use, Beta-Lactam Antibacterials, Beta-Lactamase Resistant Penicillins, beta-Lactams, Drugs that are Mainly Renally Excreted, Heterocyclic Compounds, Fused-Ring, Lactams, Penicillins, Sulfur Compounds"," Penicillin-binding protein 3,  Penicillin-binding protein 2a,  Penicillin-binding protein 1A,  Penicillin-binding protein 2B,  Penicillin-binding protein 1b,  Penicillin-binding protein 1A,  Solute carrier family 15 member 1,  Penicillin-binding protein 2,  Solute carrier family 15 member 2, 10. Beta-lactamase Toho-1,  Solute carrier family 15 member 1,  Solute carrier family 15 member 2","DB00713, DB00485, DB01147, DB00301, DB00739, DB01603, DB01061, DB00578, DB00319, DB00415, DB13836, DB01060, DB13506, DB09319, DB00607, DB13816, DB01053, DB01607, DB00948, DB08795, DB01604, DB13739, DB08559",
DB00714,Apomorphine,approved; investigational,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,C17H17NO2,,"Alkaloids, Anti-Parkinson Agents (Dopamine Agonist), Anti-Parkinson Drugs, Antidepressive Agents, Aporphines, Autonomic Agents, Benzylisoquinolines, Central Nervous System Agents, Central Nervous System Depressants, COMT Substrates, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Substrates, Dopamine Agents, Dopamine Agonists, Drugs Used in Erectile Dysfunction, Emetics, Gastrointestinal Agents, Genito Urinary System and Sex Hormones, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Isoquinolines, Nervous System, Neurotransmitter Agents, Nonergot-derivative Dopamine Receptor Agonists, Opiate Agonists, Peripheral Nervous System Agents, Potential QTc-Prolonging Agents, QTc Prolonging Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin Receptor Antagonists, Urologicals"," Dopamine D4 receptor,  Dopamine D2 receptor,  Dopamine D3 receptor,  Dopamine D5 receptor,  Dopamine D1 receptor,  Alpha-2C adrenergic receptor,  Alpha-2B adrenergic receptor,  5-hydroxytryptamine receptor 1A,  5-hydroxytryptamine receptor 2A, 10. 5-hydroxytryptamine receptor 2B, 11. 5-hydroxytryptamine receptor 2C, 12. Alpha-2A adrenergic receptor, 13. 5-hydroxytryptamine receptor 1D, 14. 5-hydroxytryptamine receptor 1B,  Catechol O-methyltransferase,  Sulfotransferase 1A1,  Sulfotransferase 1A2,  Sulfotransferase 1A3/1A4,  Estrogen sulfotransferase,  Sulfotransferase family cytosolic 1B member 1,  Cytochrome P450 2B6,  Cytochrome P450 2C8,  Cytochrome P450 3A4, 10. Cytochrome P450 3A5, 11. UDP-glucuronosyltransferases (UGTs) (Protein Group),  Serum albumin,  Synaptic vesicular amine transporter","DB00714, DB16927, DB17202",
DB00715,Paroxetine,approved; investigational,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,C19H20FNO3,,"Agents producing tachycardia, Anticholinergic Agents, Antidepressive Agents, Antidepressive Agents Indicated for Depression, Antidepressive Agents, Second-Generation, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (strong), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs causing inadvertant photosensitivity, Enzyme Inhibitors, Hypoglycemia-Associated Agents, Membrane Transport Modulators, Muscarinic Antagonists, Nervous System, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, P-glycoprotein inhibitors, Photosensitizing Agents, Piperidines, Psychoanaleptics, Psychotropic Drugs, Selective Serotonin Reuptake Inhibitors, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin Modulators"," Sodium-dependent serotonin transporter,  Sodium-dependent noradrenaline transporter,  5-hydroxytryptamine receptor 2A,  Alpha-1 adrenergic receptors (Protein Group),  Alpha-2 adrenergic receptors (Protein Group),  Beta adrenergic receptor (Protein Group),  Dopamine D2 receptor,  Histamine H1 receptor,  Serotonin Receptors (Protein Group), 10. Muscarinic acetylcholine receptor (Protein Group), 11. 5-hydroxytryptamine receptor 2B, 12. D(1) dopamine receptor (Protein Group),  Cytochrome P450 2B6,  Cytochrome P450 1A2,  Cytochrome P450 3A4,  Cytochrome P450 2C19,  Cytochrome P450 2D6,  Cytochrome P450 2C9,  P-glycoprotein 1",DB00715,
DB00716,Nedocromil,approved; investigational,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O,C19H17NO7,,"4-Quinolones, Anti-Allergic Agents, Anti-Asthmatic Agents, Anti-Inflammatory Agents, Antiallergic Agents, Excl. Corticosteroids, Decongestants and Antiallergics, Decreased Histamine Release, Drugs for Obstructive Airway Diseases, Drugs that are Mainly Renally Excreted, Heterocyclic Compounds, Fused-Ring, Immunologic Factors, Mast Cell Stabilizers, Nasal Preparations, Ophthalmologicals, Quinolines, Quinolones, Respiratory Agents, Miscellaneous, Respiratory System Agents, Sensory Organs"," Cysteinyl leukotriene receptor 1,  Cysteinyl leukotriene receptor 2,  fMet-Leu-Phe receptor,  Prostaglandin D2 receptor,  Heat shock protein HSP 90-alpha",DB00716,
DB00717,Norethisterone,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C20H26O2,,"Adrenal Cortex Hormones, Anti-Gonadotropin-Releasing Hormones, Combination Contraceptives (with Estrogen and derivatives), Contraceptive Agents, Female, Contraceptive Agents, Hormonal, Contraceptives, Oral, Contraceptives, Oral, Hormonal, Contraceptives, Oral, Synthetic, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2A6 Substrates, Cytochrome P-450 CYP2C19 Inducers, Cytochrome P-450 CYP2C19 Inducers (strength unknown), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Estren Derivatives, Fused-Ring Compounds, Genito Urinary System and Sex Hormones, Hormonal Contraceptives for Systemic Use, Hyperglycemia-Associated Agents, Hypothalamic Hormones, Norpregnenes, Norsteroids, P-glycoprotein inhibitors, Pituitary and Hypothalamic Hormones and Analogues, Progestin Contraceptives, Progestins, Progestogens and Estrogens, Sequential Preparations, Reproductive Control Agents, Sex Hormones and Modulators of the Genital System, Steroids, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"," Progesterone receptor,  Androgen receptor,  Glucocorticoid receptor,  Cytochrome P450 3A4,  Aldo-keto reductase family 1 member C4,  3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,  3-oxo-5-alpha-steroid 4-dehydrogenase (Protein Group),  3-oxo-5-beta-steroid 4-dehydrogenase,  Cytochrome P450 2C19,  Cytochrome P450 1A2,  Cytochrome P450 2A6,  Serum albumin,  Sex hormone-binding globulin,  P-glycoprotein 1","DB00367, DB00717, DB09389, DB00294, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB06730, DB14584, DB00253, DB18000, DB01481, DB01572, DB04652, DB09070, DB09371, DB01500, DB01540",
DB00718,Adefovir dipivoxil,approved; investigational,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C,C20H32N5O8P,,"Anti-Infective Agents, Antiinfectives for Systemic Use, Antiviral Agents, Antivirals for Systemic Use, Direct Acting Antivirals, Enzyme Inhibitors, Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor, Heterocyclic Compounds, Fused-Ring, Nephrotoxic agents, Nucleic Acid Synthesis Inhibitors, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors, Nucleosides and Nucleotides, OAT1/SLC22A6 inhibitors, OAT1/SLC22A6 Substrates, Organophosphorus Compounds, Purines, Reverse Transcriptase Inhibitors"," DNA polymerase/reverse transcriptase,  Adenylate kinase 2, mitochondrial,  Adenylate kinase 4, mitochondrial,  Nucleoside diphosphate kinase A,  Nucleoside diphosphate kinase B,  Solute carrier family 22 member 6,  Multidrug resistance-associated protein 4,  Multidrug resistance-associated protein 5,  Solute carrier family 22 member 3","DB00718, DB00300, DB05020, DB13868, DB08843, DB14126, DB14925, DB02222",
DB00719,Azatadine,approved,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,C20H22N2,,"Agents that reduce seizure threshold, Anticholinergic Agents, Antihistamines for Systemic Use, Benzocycloheptenes, Cholinergic Agents, Dibenzocycloheptenes, Histamine Agents, Histamine Antagonists, Histamine H1 Antagonists, Neurotransmitter Agents, Piperidines, Potential QTc-Prolonging Agents, QTc Prolonging Agents", Histamine H1 receptor,"DB00719, DB00967, DB00455, DB11614",
DB00720,Clodronic acid,approved; investigational; vet_approved,OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,CH4Cl2O6P2,,"Bisphosphonates, Bone Density Conservation Agents, Drugs Affecting Bone Structure and Mineralization, Drugs for Treatment of Bone Diseases, Musculo-Skeletal System, Organophosphonates, Organophosphorus Compounds"," Hydroxylapatite,  ADP/ATP translocase 1,  ADP/ATP translocase 2,  ADP/ATP translocase 3,  Prostaglandin G/H synthase 2",DB00720,
DB00721,Procaine,approved; investigational; vet_approved,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,C13H20N2O2,,"Acids, Carbocyclic, Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use, Agents that reduce seizure threshold, Aminobenzoates, Anesthetics, Anesthetics, Local, Anticholinergic Agents, Antidepressive Agents, Benzene Derivatives, Benzoates, Central Nervous System Agents, Central Nervous System Depressants, Cholinesterase Inhibitors, Cholinesterase substrates, Esters of Aminobenzoic Acid, Local Anesthetics (Ester), Methemoglobinemia Associated Agents, Monoamine Oxidase Inhibitors, Nervous System, Nicotinic Antagonists, NMDA Receptor Antagonists, Ophthalmologicals, para-Aminobenzoates, Peripheral Nervous System Agents, Sensory Organs, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Vasoprotectives"," Sodium channel protein type 10 subunit alpha,  Glutamate receptor ionotropic, NMDA 3A,  5-hydroxytryptamine receptor 3A,  Sodium-dependent dopamine transporter,  Neuronal acetylcholine receptor subunit alpha-2,  Calcium-activated potassium channel (Protein Group),  Cytosolic phospholipase A2,  60 kDa lysophospholipase,  Monoamine oxidase (Protein Group), 10. DNA (cytosine-5)-methyltransferase 1, 11. DNA (cytosine-5)-methyltransferase 3A,  Cholinesterase,  Sodium-dependent dopamine transporter,  Sodium-dependent noradrenaline transporter,  Sodium-dependent serotonin transporter","DB00721, DB01161, DB09085, DB01086, DB13578",
DB00722,Lisinopril,approved; investigational,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,C21H31N3O5,,"ACE Inhibitors and Calcium Channel Blockers, ACE Inhibitors and Diuretics, Agents Acting on the Renin-Angiotensin System, Agents causing angioedema, Agents causing hyperkalemia, Amino Acids, Peptides, and Proteins, Angiotensin-Converting Enzyme Inhibitors, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Cardiotonic Agents, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Dipeptides, Drugs causing inadvertant photosensitivity, Drugs that are Mainly Renally Excreted, Enzyme Inhibitors, Hypotensive Agents, Lipid Modifying Agents, Oligopeptides, Peptides, Photosensitizing Agents, Protease Inhibitors, Protective Agents"," Angiotensin-converting enzyme,  Renin,  Solute carrier family 15 member 1,  Solute carrier family 15 member 2","DB00722, DB09477, DB14208, DB00584, DB14209, DB00178, DB00519, DB03090",
DB00723,Methoxamine,approved; investigational,COC1=CC(C(O)C(C)N)=C(OC)C=C1,C11H17NO3,,"Adrenergic Agents, Adrenergic Agonists, Adrenergic alpha-1 Receptor Agonists, Adrenergic alpha-Agonists, Adrenergic and Dopaminergic Agents, Agents producing tachycardia, Agents that produce hypertension, Alcohols, Amines, Amino Alcohols, Autonomic Agents, Cardiac Stimulants Excl. Cardiac Glycosides, Cardiac Therapy, Cardiovascular Agents, Ethylamines, Neurotransmitter Agents, Peripheral Nervous System Agents, Phenethylamines, Propanolamines, Propanols, Sympathomimetics, Vasoconstrictor Agents"," Alpha-1A adrenergic receptor,  Alpha-1D adrenergic receptor,  Alpha-1B adrenergic receptor","DB00723, DB01467, DB01465, DB01528, DB00610",
DB00724,Imiquimod,approved; investigational,CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N,C14H16N4,,"Adjuvants, Immunologic, Aminoquinolines, Antineoplastic Agents, Cancer immunotherapy, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dermatologicals, Heterocyclic Compounds, Fused-Ring, Immune Response Modifiers, Immunologic Factors, Immunomodulatory Agents, Immunosuppressive Agents, Immunotherapy, Increased Cytokine Activity, Increased Cytokine Production, Interferon Inducers, Misc. Skin and Mucous Membrane Agents, Quinolines, Toll-Like Receptor Agonists"," Toll-like receptor 7,  Toll-like receptor 8,  Cytochrome P450 3A4","DB00724, DB05680, DB12476, DB06530",
DB00725,Homatropine methylbromide,approved,[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1,C17H24BrNO3,,"Agents producing tachycardia, Alimentary Tract and Metabolism, Alkaloids, Anticholinergic Agents, Aza Compounds, Azabicyclo Compounds, Belladonna Alkaloids, Semisynthetic, Quaternary Ammonium Compounds, Belladonna and Derivatives, Plain, Drugs for Functional Gastrointestinal Disorders, Muscarinic Antagonists"," Muscarinic acetylcholine receptor M2,  Muscarinic acetylcholine receptor M1,  Muscarinic acetylcholine receptor M4,  Muscarinic acetylcholine receptor M5,  Muscarinic acetylcholine receptor M3","DB00725, DB02161, DB11181, DB00209, DB00332, DB00424, DB00572, DB13833, DB11785, DB16896, DB00462, DB09300, DB12086, DB00747, DB11315, DB08978, DB16011, DB09271, DB13542, DB12278",
DB00726,Trimipramine,approved,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,C20H26N2,,"Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic Uptake Inhibitors, Agents that produce hypertension, Agents that reduce seizure threshold, Antidepressive Agents, Antidepressive Agents Indicated for Depression, Antidepressive Agents, Tricyclic, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C19 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Substrates, Dibenzazepines, Heterocyclic Compounds, Fused-Ring, Histamine Antagonists, Histamine H1 Antagonists, Membrane Transport Modulators, Narrow Therapeutic Index Drugs, Nervous System, Neurotoxic agents, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, Non-Selective Monoamine Reuptake Inhibitors, P-glycoprotein substrates, P-glycoprotein substrates with a Narrow Therapeutic Index, Potential QTc-Prolonging Agents, Psychoanaleptics, Psychotropic Drugs, QTc Prolonging Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT1 Receptor Antagonists, Serotonin 5-HT1A Receptor Antagonists, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, Tertiary amine tricyclic antidepressants, Tricyclics and Other Norepinephrine-reuptake Inhibitors"," Sodium-dependent serotonin transporter,  Sodium-dependent noradrenaline transporter,  Sodium-dependent dopamine transporter,  5-hydroxytryptamine receptor 2A,  5-hydroxytryptamine receptor 1A,  Alpha-1A adrenergic receptor,  Alpha-1B adrenergic receptor,  Dopamine D2 receptor,  Alpha-2B adrenergic receptor, 10. Histamine H1 receptor, 11. 5-hydroxytryptamine receptor 2C, 12. 5-hydroxytryptamine receptor 3A, 13. 5-hydroxytryptamine receptor 1D, 14. Alpha-2A adrenergic receptor, 15. D(1) dopamine receptor (Protein Group), 16. Beta adrenergic receptor (Protein Group), 17. Muscarinic acetylcholine receptor (Protein Group), 18. 5-hydroxytryptamine receptor 1C,  Cytochrome P450 2C9,  Cytochrome P450 2D6,  Cytochrome P450 2C19,  P-glycoprotein 1","DB00726, DB00458, DB01151, DB13782, DB01242, DB13411",
DB00727,Nitroglycerin,approved; investigational,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,C3H5N3O9,,"Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use, Antianginal Agents, Antihypertensive Agents, Cardiac Therapy, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Explosive Agents, Hypotensive Agents, Methemoglobinemia Associated Agents, Nitrate Vasodilator, Nitrates and Nitrites, Nitro Compounds, Organic Nitrates, Vasodilating Agents, Vasodilation, Vasodilators Used in Cardiac Diseases, Vasoprotectives"," Atrial natriuretic peptide receptor 1,  Aldehyde dehydrogenase, mitochondrial","DB00727, DB01613",
DB00728,Rocuronium,approved,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,C32H53N2O4,,"Agents producing tachycardia, Androstanes, Androstanols, Anticholinergic Agents, Central Nervous System Depressants, Fused-Ring Compounds, Muscarinic Antagonists, Muscle Relaxants, Muscle Relaxants, Peripherally Acting Agents, Musculo-Skeletal System, Neuromuscular Agents, Neuromuscular Blocking Agents, Neuromuscular Nondepolarizing Blockade, Neuromuscular-Blocking Agents (Nondepolarizing), Nicotinic Antagonists, OCT1 inhibitors, OCT1 substrates, Peripheral Nervous System Agents, Steroids"," Neuronal acetylcholine receptor subunit alpha-2,  Muscarinic acetylcholine receptor M2,  5-hydroxytryptamine receptor 3A,  Solute carrier family 22 member 1,  Solute carrier organic anion transporter family member 1A2","DB00728, DB04834, DB01337, DB01339, DB01338",
DB00730,Thiabendazole,approved; vet_approved,N1C2=CC=CC=C2N=C1C1=CSC=N1,C10H7N3S,,"Anthelmintics, Anti-Infective Agents, Antifungals for Dermatological Use, Antifungals for Topical Use, Antihelminthic, Antinematodal Agents, Antiparasitic Agents, Antiparasitic Products, Insecticides and Repellents, Benzimidazole Derivatives, Benzimidazoles, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Dermatologicals, Drugs that are Mainly Renally Excreted, Heterocyclic Compounds, Fused-Ring, Imidazole and Triazole Derivatives, Sulfur Compounds, Thiazoles"," Fumarate reductase flavoprotein subunit,  Cytochrome P450 1A2,  Cytochrome P450 1A1",DB00730,
