DrugBank ID,Name,Drug Groups,SMILES,Formula,Doping,Drug Categories,Target_Names,Similar Structure,State
DB14539,Hydrocortisone acetate,approved; vet_approved,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C23H32O6,1,"11-Hydroxycorticosteroids, 17-Hydroxycorticosteroids, Adrenal Cortex Hormones, Aerosols, Anti-Inflammatory Agents, Corticosteroids, Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hydrocortisone and derivatives, Hydroxycorticosteroids, Immunosuppressive Agents, Pregnanes, Pregnenediones, Pregnenes, Steroids"," Annexin A1,  Glucocorticoid receptor,  Corticosteroid 11-beta-dehydrogenase isozyme 2,  3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 11B1, mitochondrial,  Cytochrome P450 11B2, mitochondrial,  Cytochrome P450 2C8,  Sex hormone-binding globulin,  Corticosteroid-binding globulin,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1A2,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 8","DB14539, DB14541, DB14545, DB14538, DB14543, DB14540, DB14544, DB00603, DB11440, DB12499, DB01380, DB00769, DB15566, DB06780, DB06789, DB14677, DB14632, DB01134, DB15999, DB14583, DB08547, DB13958, DB14633, DB14644, DB05288, DB01420, DB14643, DB00741, DB08804, DB13944",Not Available
DB14540,Hydrocortisone butyrate,approved; vet_approved,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C25H36O6,1,"11-Hydroxycorticosteroids, 17-Hydroxycorticosteroids, Administration, Topical, Adrenal Cortex Hormones, Corticosteroids, Corticosteroids, Dermatological Preparations, Corticosteroids, Moderately Potent (Group II), Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Dermatologicals, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hydrocortisone and derivatives, Hydroxycorticosteroids, Immunosuppressive Agents, Pregnanes, Pregnenediones, Pregnenes, Steroids"," Annexin A1,  Glucocorticoid receptor,  Corticosteroid 11-beta-dehydrogenase isozyme 2,  3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 11B1, mitochondrial,  Cytochrome P450 11B2, mitochondrial,  Cytochrome P450 2C8,  Sex hormone-binding globulin,  Corticosteroid-binding globulin,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1A2,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 8","DB14540, DB14544, DB14543, DB14538, DB14541, DB14545, DB14539, DB12499, DB06789, DB14677, DB08547, DB14643, DB00603, DB11440, DB01134, DB14632, DB08308, DB08619, DB15999, DB14633, DB14644, DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB01420, DB01380",Not Available
DB14541,Hydrocortisone cypionate,approved; investigational; vet_approved,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC3CCCC3)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C29H42O6,1,"11-Hydroxycorticosteroids, 17-Hydroxycorticosteroids, Adrenal Cortex Hormones, Corticosteroids, Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hydrocortisone and derivatives, Hydroxycorticosteroids, Pregnanes, Pregnenediones, Pregnenes, Steroids"," Annexin A1,  Glucocorticoid receptor,  Corticosteroid 11-beta-dehydrogenase isozyme 2,  3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 2C8,  Sex hormone-binding globulin,  Corticosteroid-binding globulin,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1A2,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 8","DB14541, DB14545, DB14544, DB14539, DB14543, DB14540, DB14538, DB12499, DB06789, DB14677, DB15999, DB14632, DB01134, DB14633, DB14644, DB01380, DB00603, DB11440, DB15566, DB08547, DB00769, DB14643, DB06780, DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141",Not Available
DB00564,Carbamazepine,approved; investigational,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,C15H12N2O,1,"Analgesics, Analgesics, Non-Narcotic, Anticonvulsants, Antimanic Agents, Carboxamide Derivatives, Cardiovascular Agents, Central Nervous System Agents, Central Nervous System Depressants, Cytochrome P-450 CYP1A2 Inducers, Cytochrome P-450 CYP1A2 Inducers (strong), Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2B6 Inducers (strong), Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2B6 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C19 Inducers, Cytochrome P-450 CYP2C19 Inducers (moderate), Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C8 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP2C9 Inducers, Cytochrome P-450 CYP2C9 Inducers (strength unknown), Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Inducers (strong), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strong), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 CYP3A5 Inducers, Cytochrome P-450 CYP3A5 Inducers (strength unknown), Cytochrome P-450 CYP3A5 Inducers (strong), Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Decreased Central Nervous System Disorganized Electrical Activity, Dibenzazepines, Drugs that are Mainly Renally Excreted, Drugs that are Mainly Renally Excreted with a Narrow Therapeutic Index, Enzyme Inducing Antiepileptic Drugs, Heterocyclic Compounds, Fused-Ring, Immunosuppressive Agents, Inducers of Drug Clearance, Membrane Transport Modulators, Miscellaneous Anticonvulsants, Mood Stabilizer, Myelosuppressive Agents, Narrow Therapeutic Index Drugs, P-glycoprotein inducers, P-glycoprotein substrates, Peripheral Nervous System Agents, Psychotropic Drugs, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Sodium Channel Blockers, Thyroxine-binding globulin substrates, UGT1A1 Inducers, UGT1A6 inducer, UGT2B7 substrates, UGT2B7 Substrates with a Narrow Therapeutic Index"," Voltage-gated sodium channel alpha subunit (Protein Group),  Neuronal acetylcholine receptor subunit alpha-4,  Nuclear receptor subfamily 1 group I member 2,  Cytochrome P450 3A4,  Cytochrome P450 2C8,  Cytochrome P450 1A2,  Cytochrome P450 2C9,  Cytochrome P450 2C19,  Cytochrome P450 2B6,  Cytochrome P450 3A5,  UDP-glucuronosyltransferase 2B7,  UDP-glucuronosyltransferase 1-1, 10. UDP-glucuronosyltransferase 1-6, 11. UDP-glucuronosyltransferase 1-7,  P-glycoprotein 1,  RalA-binding protein 1,  Canalicular multispecific organic anion transporter 1",DB00564,Solid
DB14542,Hydrocortisone phosphate,approved; vet_approved,[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H31O8P,1,"11-Hydroxycorticosteroids, 17-Hydroxycorticosteroids, Adrenal Cortex Hormones, Corticosteroids, Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hydrocortisone and derivatives, Hydroxycorticosteroids, Pregnanes, Pregnenediones, Pregnenes, Steroids"," Annexin A1,  Glucocorticoid receptor,  Corticosteroid 11-beta-dehydrogenase isozyme 2,  3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 2C8,  Sex hormone-binding globulin,  Corticosteroid-binding globulin,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1A2,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 8","DB14542, DB14631, DB00741, DB04652, DB14669, DB04630, DB00253, DB09091",Not Available
DB14543,Hydrocortisone probutate,approved; vet_approved,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C28H40O7,1,"11-Hydroxycorticosteroids, 17-Hydroxycorticosteroids, Adrenal Cortex Hormones, Anti-Inflammatory Agents, Corticosteroids, Corticosteroids, Dermatological Preparations, Corticosteroids, Moderately Potent (Group II), Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Dermatologicals, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hydrocortisone and derivatives, Hydroxycorticosteroids, Immunosuppressive Agents, Pregnanes, Pregnenediones, Pregnenes, Steroids"," Annexin A1,  Glucocorticoid receptor,  Corticosteroid 11-beta-dehydrogenase isozyme 2,  3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 11B1, mitochondrial,  Cytochrome P450 11B2, mitochondrial,  Cytochrome P450 2C8,  Sex hormone-binding globulin,  Corticosteroid-binding globulin,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1A2,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 8","DB14543, DB14538, DB14540, DB14544, DB14541, DB14545, DB14539, DB12499, DB06789, DB14677, DB14643, DB08547, DB00603, DB11440, DB14632, DB01134, DB15999, DB14633, DB14644, DB08308, DB08619, DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB01380, DB01420",Not Available
DB14544,Hydrocortisone valerate,approved; vet_approved,[H][C@@]12CC[C@](OC(=O)CCCC)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C26H38O6,1,"11-Hydroxycorticosteroids, 17-Hydroxycorticosteroids, Adrenal Cortex Hormones, Anti-Inflammatory Agents, Corticosteroids, Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hydrocortisone and derivatives, Hydroxycorticosteroids, Immunosuppressive Agents, Pregnanes, Pregnenediones, Pregnenes, Steroids"," Annexin A1,  Glucocorticoid receptor,  Corticosteroid 11-beta-dehydrogenase isozyme 2,  3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 11B1, mitochondrial,  Cytochrome P450 11B2, mitochondrial,  Cytochrome P450 2C8,  Sex hormone-binding globulin,  Corticosteroid-binding globulin,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1A2,  ATP-binding cassette sub-family G member 2,  Solute carrier family 22 member 8","DB14544, DB14540, DB14543, DB14538, DB14541, DB14545, DB14539, DB12499, DB06789, DB14677, DB08547, DB14643, DB00603, DB11440, DB01134, DB15999, DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB14632, DB08308, DB08619, DB14633, DB14644, DB13185, DB01420",Not Available
DB14545,Hydrocortisone succinate,approved,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C25H34O8,1,"11-Hydroxycorticosteroids, 17-Hydroxycorticosteroids, Adrenal Cortex Hormones, Adrenals, Anti-Inflammatory Agents, Corticosteroids, Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hydrocortisone and derivatives, Hydroxycorticosteroids, Immunosuppressive Agents, Pregnanes, Pregnenediones, Pregnenes, Steroids"," Cytochrome P450 3A4,  Cytochrome P450 2C8,  Cytochrome P450 11B1, mitochondrial,  Cytochrome P450 11B2, mitochondrial","DB14545, DB14541, DB14543, DB14540, DB14538, DB14544, DB14539, DB12499, DB14633, DB14644, DB08547, DB06789, DB14677, DB14632, DB15999, DB01380, DB01134, DB08308, DB08619, DB00603, DB11440, DB00769, DB14643, DB15566, DB06780, DB02329, DB01420, DB08804, DB13944, DB13946",State information not found
DB00571,Propranolol,approved; investigational,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,C16H21NO2,1,"Adrenergic Agents, Adrenergic Antagonists, Adrenergic beta-Antagonists, Agents causing hyperkalemia, Alcohols, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Beta Blocking Agents and Thiazides, Beta Blocking Agents, Non-Selective, Beta Blocking Agents, Non-Selective, and Thiazides, Bradycardia-Causing Agents, Cardiovascular Agents, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, Hypotensive Agents, Monoamine Oxidase A Inhibitors for interaction with Monoamine Oxidase A substrates, Naphthalenes, Negative Inotrope, Neurotransmitter Agents, OCT2 Inhibitors, P-glycoprotein inhibitors, P-glycoprotein substrates, Phenoxypropanolamines, Propanolamines, Propanols, QTc Prolonging Agents, Vasodilating Agents"," Beta-1 adrenergic receptor,  Beta-2 adrenergic receptor,  Beta-3 adrenergic receptor,  5-hydroxytryptamine receptor 1A,  5-hydroxytryptamine receptor 1B,  Cytochrome P450 1A1,  Amine oxidase [flavin-containing] A,  Cytochrome P450 1A2,  Cytochrome P450 2D6,  Cytochrome P450 2C19,  Cytochrome P450 3A5,  Cytochrome P450 3A4,  Cytochrome P450 3A7,  Alpha-1-acid glycoprotein 1,  Serum albumin,  Solute carrier family 22 member 2,  P-glycoprotein 1","DB00571, DB03322, DB13777",Solid
DB00574,Fenfluramine,approved; illicit; investigational; withdrawn,CCNC(C)CC1=CC=CC(=C1)C(F)(F)F,C12H16F3N,1,"Alimentary Tract and Metabolism, Amines, Anticonvulsants, Antidepressive Agents, Antiobesity Preparations, Excl. Diet Products, Central Nervous System Depressants, Centrally Acting Antiobesity Products, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Ethylamines, Membrane Transport Modulators, Nervous System, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, Phenethylamines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Agonists, Serotonin Agents, Serotonin Receptor Agonists, Stimulants"," Sodium-dependent serotonin transporter,  5-hydroxytryptamine receptor 1D,  5-hydroxytryptamine receptor 2C,  Sigma non-opioid intracellular receptor 1,  5-hydroxytryptamine receptor 2A,  5-hydroxytryptamine receptor 2B,  5-hydroxytryptamine receptor 1A,  Cytochrome P450 1A2,  Cytochrome P450 2B6,  Cytochrome P450 2C9,  Cytochrome P450 2C19,  Cytochrome P450 3A4,  Cytochrome P450 3A5,  Cytochrome P450 2D6","DB00574, DB01191",Solid
DB11921,Deflazacort,approved; investigational,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,C25H31NO6,1,"Adrenal Cortex Hormones, Anti-Inflammatory Agents, Corticosteroid Hormone Receptor Agonists, Corticosteroids, Corticosteroids for Systemic Use, Corticosteroids for Systemic Use, Plain, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Inducers, Cytochrome P-450 CYP3A5 Inducers (strength unknown), Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Fused-Ring Compounds, Glucocorticoids, Hyperglycemia-Associated Agents, Immunosuppressive Agents, Steroids, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins"," Glucocorticoid receptor,  Cytochrome P450 3A4,  Cytochrome P450 3A5",DB11921,Solid
DB14574,Cobalt,approved; experimental; withdrawn,[Co],Co,1,"Cell-mediated Immunity, Diet, Food, and Nutrition, Elements, Food, Increased Histamine Release, Metals, Metals, Heavy, Micronutrients, Physiological Phenomena, Standardized Chemical Allergen, Trace Elements, Transition Elements",,"DB14205, DB14574, DB15374",State information not found
DB00588,Fluticasone propionate,approved,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C25H31F3O5S,1,"Adrenal Cortex Hormones, Adrenals, Agents to Treat Airway Disease, Androstadienes, Androstanes, Androstenes, Anti-Allergic Agents, Anti-Asthmatic Agents, Anti-Inflammatory Agents, Autonomic Agents, Bronchodilator Agents, Central Nervous System Depressants, Corticosteroids, Corticosteroids, Dermatological Preparations, Corticosteroids, Potent (Group III), Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (strong), Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Inhibitors, Cytochrome P-450 CYP3A5 Inhibitors (strength unknown), Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Dermatologicals, Fused-Ring Compounds, Glucocorticoids, Immunosuppressive Agents, OATP1B1/SLCO1B1 Inhibitors, P-glycoprotein substrates, Peripheral Nervous System Agents, Respiratory System Agents, Steroids, Thyroxine-binding globulin inhibitors"," Glucocorticoid receptor,  Progesterone receptor,  Cytosolic phospholipase A2,  Mineralocorticoid receptor,  Cytochrome P450 3A5,  Cytochrome P450 3A7,  Cytochrome P450 2C8,  Cytochrome P450 3A4,  Solute carrier organic anion transporter family member 1B1,  Corticosteroid-binding globulin,  P-glycoprotein 1,  Solute carrier organic anion transporter family member 1B1","DB00588, DB13867, DB06781, DB08906, DB14664, DB12322, DB01013, DB18737, DB15777, DB14637, DB14657, DB01047, DB15821, DB14640, DB14649, DB00591, DB00223, DB00663, DB14634, DB09095, DB00596",Solid
DB05039,Indacaterol,approved,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,C24H28N2O3,1,"Adrenergic Agonists, Adrenergic beta-2 Receptor Agonists, Adrenergic beta-Agonists, Adrenergics, Inhalants, Agents producing tachycardia, Agents that produce hypertension, Agents to Treat Airway Disease, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Drugs for Obstructive Airway Diseases, Heterocyclic Compounds, Fused-Ring, Indenes, Long-acting beta-adrenoceptor agonists, P-glycoprotein substrates, Potential QTc-Prolonging Agents, QTc Prolonging Agents, Quinolines, Selective Beta 2-adrenergic Agonists, UGT1A1 Substrates"," Beta-2 adrenergic receptor,  Cytochrome P450 3A4,  UDP-glucuronosyltransferase 1-1,  P-glycoprotein 1","DB05039, DB15784, DB01366, DB12100",Solid
DB00591,Fluocinolone acetonide,approved; investigational; vet_approved,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,C24H30F2O6,1,"Adrenal Cortex Hormones, Agents for Treatment of Hemorrhoids and Anal Fissures for Topical Use, Anti-Inflammatory Agents, Corticosteroid Hormone Receptor Agonists, Corticosteroids, Corticosteroids, Dermatological Preparations, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Dermatologicals, Drugs that are Mainly Renally Excreted, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Immunosuppressive Agents, Ophthalmologicals, Otologicals, Pregnadienes, Pregnanes, Steroids, Steroids, Fluorinated, Vasoprotectives"," Glucocorticoid receptor,  Annexin A1,  Annexin A2,  Annexin A3,  Annexin A4,  Annexin A5,  Phospholipase A2,  Cytochrome P450 3A4,  Corticosteroid-binding globulin","DB00591, DB01047, DB18737, DB00180, DB14662, DB00288, DB00846, DB14673, DB06781, DB01260, DB06786, DB08973, DB14664, DB01222, DB12553, DB01410, DB12322, DB00223, DB00663, DB14637, DB14657, DB14640, DB14649, DB09095, DB15835, DB00596, DB15777, DB14634, DB13728, DB15821",Solid
DB00594,Amiloride,approved,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,C6H8ClN7O,1,"Acid Sensing Ion Channel Blockers, Agents causing hyperkalemia, Cardiovascular Agents, Decreased Renal K+ Excretion, Diuretics, Epithelial Sodium Channel Blockers, Hypotensive Agents, Increased Diuresis, Membrane Transport Modulators, Natriuretic Agents, OCT2 Inhibitors, Potassium-Sparing Diuretics, Pyrazines, Sodium Channel Blockers"," Amiloride-sensitive sodium channel subunit alpha,  Amiloride-sensitive sodium channel subunit beta,  Amiloride-sensitive sodium channel subunit gamma,  Amiloride-sensitive sodium channel subunit delta,  Amiloride-sensitive amine oxidase [copper-containing],  Acid-sensing ion channel 2,  Acid-sensing ion channel 1,  Sodium/hydrogen exchanger 1,  Urokinase-type plasminogen activator,  Amiloride-sensitive amine oxidase [copper-containing],  Amiloride-sensitive amine oxidase [copper-containing],  Solute carrier family 22 member 2,  Solute carrier family 22 member 4",DB00594,Solid
DB14589,Caprylyl glycol,experimental,CCCCCCC(O)CO,C8H18O2,1,"Alcohols, Fatty Alcohols, Lipids",,"DB14589, DB04079, DB14108, DB03703",State information not found
